breed,weight_kg,coat_length,coat_texture,coat_structure,matting_severity,behaviour,service,groomer_experience_years,actual_duration_minutes
LABRADOR_RETRIEVER,31.0,SHORT,SMOOTH,DOUBLE,SEVERE,BAD,TIDY_UP,5.9,166
LABRADOR_RETRIEVER,6.22,LONG,SILKY,SINGLE,SEVERE,OKAY,FULL_GROOM_AND_CLIP,9.9,177
COCKER_SPANIEL,30.53,SHORT,WIRY,SINGLE,MILD,VERY_GOOD,FULL_GROOM_AND_HAND_STRIP,11.0,171
COCKER_SPANIEL,30.7,SHORT,SMOOTH,DOUBLE,MODERATE,BAD,FULL_GROOM_AND_CLIP,10.0,201
LABRADOR_RETRIEVER,16.14,MEDIUM,SMOOTH,SINGLE,MODERATE,VERY_BAD,TIDY_UP,12.5,128
COCKER_SPANIEL,15.69,MEDIUM,CURLY,SINGLE,MODERATE,GOOD,FULL_GROOM_AND_HAND_STRIP,7.7,224
LABRADOR_RETRIEVER,32.87,MEDIUM,WIRY,DOUBLE,NONE,VERY_GOOD,FULL_GROOM_AND_HAND_STRIP,6.6,192
LABRADOR_RETRIEVER,9.25,SHORT,WAVY,DOUBLE,NONE,BAD,BATH_AND_DRY,12.2,98
COCKER_SPANIEL,19.78,MEDIUM,WIRY,SINGLE,MILD,GOOD,FULL_GROOM_AND_CLIP,3.7,179
COCKER_SPANIEL,25.55,SHORT,SILKY,SINGLE,NONE,BAD,TIDY_UP,13.8,114
LABRADOR_RETRIEVER,24.37,LONG,ROUGH,SINGLE,MODERATE,VERY_BAD,FULL_GROOM_AND_HAND_STRIP,6.7,275
COCKER_SPANIEL,9.56,MEDIUM,SILKY,SINGLE,MILD,VERY_GOOD,TIDY_UP,2.5,89
LABRADOR_RETRIEVER,36.97,LONG,SILKY,SINGLE,MILD,GOOD,BATH_AND_DRY,2.0,118
LABRADOR_RETRIEVER,33.23,LONG,SMOOTH,SINGLE,SEVERE,VERY_GOOD,FULL_GROOM_AND_CLIP,13.2,192
COCKER_SPANIEL,4.63,LONG,WAVY,SINGLE,SEVERE,VERY_GOOD,BATH_AND_DRY,5.6,128
COCKER_SPANIEL,37.6,MEDIUM,WIRY,DOUBLE,NONE,GOOD,FULL_GROOM_AND_HAND_STRIP,3.8,215
COCKER_SPANIEL,36.49,SHORT,CURLY,DOUBLE,MODERATE,BAD,FULL_GROOM_AND_CLIP,10.6,215
COCKER_SPANIEL,21.27,MEDIUM,ROUGH,SINGLE,MODERATE,GOOD,TIDY_UP,1.6,111
LABRADOR_RETRIEVER,26.41,MEDIUM,CURLY,DOUBLE,MODERATE,VERY_GOOD,TIDY_UP,14.9,112
LABRADOR_RETRIEVER,7.97,LONG,SILKY,DOUBLE,MODERATE,OKAY,TIDY_UP,11.6,131
LABRADOR_RETRIEVER,29.7,LONG,SMOOTH,SINGLE,SEVERE,BAD,FULL_GROOM_AND_CLIP,3.2,204
COCKER_SPANIEL,7.27,LONG,SMOOTH,SINGLE,MILD,GOOD,BATH_AND_DRY,1.3,98
LABRADOR_RETRIEVER,9.65,SHORT,SILKY,SINGLE,SEVERE,GOOD,TIDY_UP,10.7,75
COCKER_SPANIEL,25.97,MEDIUM,SMOOTH,SINGLE,MODERATE,BAD,FULL_GROOM_AND_CLIP,11.8,169
COCKER_SPANIEL,24.99,LONG,SMOOTH,DOUBLE,MILD,VERY_BAD,FULL_GROOM_AND_HAND_STRIP,1.3,253
LABRADOR_RETRIEVER,16.81,SHORT,SILKY,SINGLE,NONE,VERY_BAD,TIDY_UP,10.9,115
LABRADOR_RETRIEVER,14.55,MEDIUM,WAVY,SINGLE,SEVERE,GOOD,FULL_GROOM_AND_CLIP,3.9,179
COCKER_SPANIEL,20.62,MEDIUM,SMOOTH,DOUBLE,MODERATE,GOOD,BATH_AND_DRY,8.4,114
COCKER_SPANIEL,30.54,MEDIUM,ROUGH,DOUBLE,NONE,GOOD,FULL_GROOM_AND_CLIP,3.9,160
COCKER_SPANIEL,27.4,SHORT,CURLY,DOUBLE,MODERATE,VERY_GOOD,FULL_GROOM_AND_CLIP,10.5,198
LABRADOR_RETRIEVER,10.68,SHORT,WIRY,DOUBLE,NONE,VERY_GOOD,FULL_GROOM_AND_HAND_STRIP,7.1,151
LABRADOR_RETRIEVER,8.13,LONG,ROUGH,SINGLE,SEVERE,BAD,FULL_GROOM_AND_HAND_STRIP,11.0,265
LABRADOR_RETRIEVER,9.06,SHORT,WAVY,DOUBLE,MILD,VERY_BAD,FULL_GROOM_AND_CLIP,13.8,170
COCKER_SPANIEL,30.81,LONG,SMOOTH,DOUBLE,MODERATE,VERY_GOOD,TIDY_UP,7.4,115
LABRADOR_RETRIEVER,20.14,LONG,CURLY,DOUBLE,MILD,VERY_GOOD,FULL_GROOM_AND_HAND_STRIP,0.8,225
COCKER_SPANIEL,20.6,MEDIUM,ROUGH,SINGLE,SEVERE,VERY_BAD,BATH_AND_DRY,4.7,149
COCKER_SPANIEL,1.46,SHORT,WIRY,SINGLE,MODERATE,OKAY,TIDY_UP,2.8,104
LABRADOR_RETRIEVER,15.27,MEDIUM,WIRY,SINGLE,SEVERE,OKAY,TIDY_UP,12.8,142
LABRADOR_RETRIEVER,18.58,LONG,WAVY,SINGLE,NONE,OKAY,FULL_GROOM_AND_HAND_STRIP,8.3,186
COCKER_SPANIEL,19.45,SHORT,WAVY,DOUBLE,SEVERE,BAD,TIDY_UP,11.8,147
LABRADOR_RETRIEVER,10.79,LONG,SMOOTH,DOUBLE,NONE,BAD,FULL_GROOM_AND_CLIP,3.2,179
COCKER_SPANIEL,18.54,MEDIUM,CURLY,DOUBLE,MODERATE,VERY_GOOD,TIDY_UP,5.2,154
LABRADOR_RETRIEVER,5.73,LONG,SILKY,SINGLE,MILD,OKAY,TIDY_UP,4.9,74
LABRADOR_RETRIEVER,35.7,MEDIUM,SILKY,DOUBLE,SEVERE,BAD,FULL_GROOM_AND_HAND_STRIP,9.6,253
LABRADOR_RETRIEVER,17.45,LONG,SILKY,DOUBLE,NONE,VERY_BAD,FULL_GROOM_AND_HAND_STRIP,5.2,217
LABRADOR_RETRIEVER,24.61,MEDIUM,CURLY,DOUBLE,MODERATE,VERY_GOOD,BATH_AND_DRY,6.2,125
COCKER_SPANIEL,34.31,SHORT,ROUGH,SINGLE,MODERATE,VERY_BAD,FULL_GROOM_AND_HAND_STRIP,2.5,249
LABRADOR_RETRIEVER,22.39,SHORT,WIRY,SINGLE,NONE,OKAY,FULL_GROOM_AND_HAND_STRIP,1.3,183
LABRADOR_RETRIEVER,13.07,SHORT,ROUGH,DOUBLE,SEVERE,BAD,FULL_GROOM_AND_HAND_STRIP,7.9,242
LABRADOR_RETRIEVER,34.55,MEDIUM,WIRY,DOUBLE,MODERATE,VERY_GOOD,BATH_AND_DRY,2.0,124
COCKER_SPANIEL,24.04,MEDIUM,ROUGH,DOUBLE,MODERATE,OKAY,BATH_AND_DRY,8.1,130
LABRADOR_RETRIEVER,17.08,SHORT,CURLY,SINGLE,NONE,VERY_GOOD,FULL_GROOM_AND_HAND_STRIP,5.2,140
LABRADOR_RETRIEVER,21.87,LONG,WIRY,DOUBLE,MODERATE,VERY_BAD,BATH_AND_DRY,12.0,133
LABRADOR_RETRIEVER,8.35,LONG,WIRY,DOUBLE,MILD,BAD,BATH_AND_DRY,12.4,100
COCKER_SPANIEL,11.26,MEDIUM,ROUGH,SINGLE,MODERATE,OKAY,TIDY_UP,6.2,126
LABRADOR_RETRIEVER,5.3,MEDIUM,SILKY,DOUBLE,MODERATE,VERY_GOOD,BATH_AND_DRY,2.8,87
COCKER_SPANIEL,6.93,LONG,SMOOTH,SINGLE,NONE,OKAY,TIDY_UP,1.9,98
COCKER_SPANIEL,6.88,MEDIUM,WAVY,DOUBLE,SEVERE,OKAY,BATH_AND_DRY,15.0,131
LABRADOR_RETRIEVER,28.18,SHORT,CURLY,SINGLE,MILD,VERY_BAD,TIDY_UP,11.6,135
COCKER_SPANIEL,35.93,MEDIUM,WIRY,SINGLE,NONE,BAD,BATH_AND_DRY,11.6,112
LABRADOR_RETRIEVER,10.64,SHORT,WAVY,DOUBLE,NONE,VERY_GOOD,FULL_GROOM_AND_HAND_STRIP,7.1,160
LABRADOR_RETRIEVER,7.19,LONG,SMOOTH,SINGLE,MODERATE,GOOD,TIDY_UP,3.0,93
COCKER_SPANIEL,34.68,SHORT,SMOOTH,SINGLE,SEVERE,OKAY,FULL_GROOM_AND_CLIP,2.5,194
COCKER_SPANIEL,1.35,SHORT,SILKY,DOUBLE,MILD,OKAY,FULL_GROOM_AND_CLIP,3.7,167
LABRADOR_RETRIEVER,4.56,LONG,CURLY,SINGLE,NONE,OKAY,FULL_GROOM_AND_HAND_STRIP,10.5,177
COCKER_SPANIEL,13.35,LONG,ROUGH,DOUBLE,SEVERE,BAD,FULL_GROOM_AND_CLIP,10.3,232
LABRADOR_RETRIEVER,29.25,MEDIUM,SMOOTH,DOUBLE,SEVERE,VERY_GOOD,TIDY_UP,8.1,111
LABRADOR_RETRIEVER,13.62,MEDIUM,CURLY,SINGLE,NONE,VERY_GOOD,FULL_GROOM_AND_HAND_STRIP,6.7,166
LABRADOR_RETRIEVER,22.12,MEDIUM,SMOOTH,DOUBLE,MILD,VERY_BAD,TIDY_UP,11.6,137
LABRADOR_RETRIEVER,8.4,LONG,WIRY,SINGLE,MODERATE,OKAY,BATH_AND_DRY,9.6,124
COCKER_SPANIEL,4.75,LONG,SMOOTH,SINGLE,MILD,BAD,FULL_GROOM_AND_CLIP,3.0,168
LABRADOR_RETRIEVER,26.66,LONG,SILKY,DOUBLE,NONE,OKAY,FULL_GROOM_AND_HAND_STRIP,9.1,201
COCKER_SPANIEL,1.51,SHORT,ROUGH,DOUBLE,NONE,GOOD,FULL_GROOM_AND_CLIP,5.4,144
LABRADOR_RETRIEVER,31.98,SHORT,SILKY,DOUBLE,NONE,VERY_BAD,TIDY_UP,1.2,103
COCKER_SPANIEL,38.46,SHORT,SMOOTH,SINGLE,SEVERE,BAD,FULL_GROOM_AND_HAND_STRIP,7.9,235
COCKER_SPANIEL,22.78,LONG,WIRY,SINGLE,MODERATE,GOOD,BATH_AND_DRY,13.2,136
COCKER_SPANIEL,31.91,LONG,WIRY,DOUBLE,MILD,VERY_GOOD,BATH_AND_DRY,14.0,131
LABRADOR_RETRIEVER,33.95,MEDIUM,ROUGH,DOUBLE,MODERATE,VERY_GOOD,FULL_GROOM_AND_HAND_STRIP,8.4,204
COCKER_SPANIEL,15.63,LONG,ROUGH,DOUBLE,MODERATE,GOOD,BATH_AND_DRY,14.4,129
LABRADOR_RETRIEVER,24.23,LONG,WAVY,DOUBLE,NONE,OKAY,FULL_GROOM_AND_HAND_STRIP,3.2,205
LABRADOR_RETRIEVER,1.85,LONG,CURLY,SINGLE,NONE,VERY_BAD,BATH_AND_DRY,5.3,109
COCKER_SPANIEL,10.09,MEDIUM,SMOOTH,DOUBLE,MILD,VERY_BAD,TIDY_UP,11.9,151
